padress,pclass,plink,pname,pnum,preq,pres,ptime
深圳,产品/项目类,position_detail.php?id=46830&keywords=&tid=0&lid=0,27092-腾讯手游助手海外渠道运营,1,1. 本科以上学历，游戏行业工作3-5年以上；2. 有海外产品的推广经验，了解海外互联网产品的推广手段及渠道；3. 有丰富的海外推广渠道资源及人脉，PC端渠道优先考虑；4. 具备优秀的逻辑思维能力、英语沟通表达能力和商务谈判能力；5. 有海外工作经历或者海外模拟器推广经验者优先。,1.负责腾讯手游助手海外市场的商务拓展及运营相关事宜，对海外用户增长和dau负责；2.针对海外市场规模、行业现状，竞争对手分析等，制定海外区域推广及运营策略，并可推动快速落地实施；3.具备一定的行业敏感度，能及时洞察行业前沿动态，识别新机会点，探索新的合作模式，深入分析形成策略并推动实施帮助业务发展。,2019-01-12
深圳,产品/项目类,position_detail.php?id=46830&keywords=&tid=0&lid=0,27092-腾讯手游助手海外渠道运营,1,本科及以上学历，热爱移动互联网，对计算广告行业有兴趣；3年以上相关工作经验，其中包括2年以上Unix/linux下Server开发经验；精通C/C++开发语言，有使用甚至参与开源项目的经验更佳；精通TCP/IP协议，进程间通讯编程，熟悉Unix/Linux下常用架构设计方法；熟悉Unix/Linux操作系统原理、常用工具，shell脚本等；熟悉Mysql等数据库运用、管理以及开发；具备良好的分析解决问题能力，能独立承担工作任务及把控任务进度；熟悉hadoop的使用，有广告，大数据的相关开发经验优先。,负责广告相关的账户、实时计算、投放、用户数据、运营支撑等系统的相关设计和开发； 负责广告生态的技术探索；,2019-01-12
深圳,技术类,position_detail.php?id=46326&keywords=&tid=0&lid=0,S2-Java高级开发工程师（深圳）,1,1. 计算机相关专业本科及以上学历，5年以上JAVA开发经验，有三年以上大型公司（或系统）开发经验；2. 精通Spring、MyBatis、SpringMVC、Spring Boot等应用框架并熟悉实现原理；3. 熟悉分布式缓存、消息中间件、RPC框架、负载均衡、安全防御等技术，掌握各类中间件使用，包括zookeeper、redis、nginx、tomcat等；4. 精通SQL，熟练主流数据库Oracle/Mysql，具备优秀的数据建模能力和数据库分库分表设计能力；5. 有大型分布式、微服务系统架构经验，对服务治理有深入理解，使用过dubbo或spring cloud且有实际项目经验；6. 责任心强，具备良好的问题分析能力、对外沟通能力和团队协作能力，能独立承担任务和有系统进度把控能力；7. 有大数据处理经验，包括hadoop/storm/spark/hbase/ELK等；在机器学习、深度学习、搜索、广告、推荐 等相关领域有工作经验的优先。,负责腾讯财经系统基础架构设计、开发及后期运营；负责腾讯财经基础服务建设和运营，如：配置中心、缓存、消息队列、异步任务、服务网关、认证鉴权、工作流等。,2019-01-12
深圳,技术类,position_detail.php?id=46326&keywords=&tid=0&lid=0,S2-Java高级开发工程师（深圳）,1,1. 扎实的java编程基础，熟悉Spring等开源框架，熟悉Java内存模型、多线程、NIO、类加载等。2. 熟悉Linux、数据库、NoSQL、分布式存储，熟悉高并发、微服务、海量数据下的典型架构设计和性能优化之道。3. 精通常用架构原则、设计思想，熟悉微服务治理，能高度融入互联网研发节奏。4. 对数据敏感，有Hadoop、SparkMLib、Storm、Mahout、TensorFlow使用经验者优先，有大数据产品研发经验的优先。5. 有SaaS平台、舆情、数据爬虫、分布式调度、搜索推荐、广告营销、LBS开发方面的从业经验优先。,1.设计、实现云上大数据产品的架构，并且能持续优化系统架构，提高系统在高并发、大流量下的容灾容错能力，保证系统的高可用性（性能、安全、容量）；2.通过梳理和抽象，沉淀通用性的平台或服务能力，发现和解决存在的技术问题，并在具体的业务场景中进行验证推广。,2019-01-12
深圳,技术类,position_detail.php?id=46326&keywords=&tid=0&lid=0,S2-Java高级开发工程师（深圳）,1,本科及以上学历，计算机、数学、统计学相关专业，2年以上互联网产品策划或设计经验；  了解主流平台的商业化模式和产品设计方法，具备出色的数据分析能力和逻辑思维能力；优秀的项目管理和沟通协作能力，抗压能力强，逻辑清晰、条理性好；,负责腾讯核心流量商业化推荐策略设计工作：优化广告排序机制，提升广告效果和用户体验；负责腾讯核心流量商业化数据BI工具产品设计，提升运营和广告分析效率；负责创新型工具产品能力建设，包括但不限于落地页产品、AI创意产品等；调研竞品广告策略产品和客户需求，结合数据分析、市场分析负责最终的广告产品设计、策略并推动上线；,2019-01-12
深圳,技术类,position_detail.php?id=46326&keywords=&tid=0&lid=0,S2-Java高级开发工程师（深圳）,1,本科以上学历，计算机相关专业；2年以上相关工作经验；英语良好，能阅读英文资料；责任心强，积极向上、乐于学习新技术；要求精通Objective-C，熟悉iOS平台并有良好的软件开发经验，基础扎实；熟悉https及流媒体上传下载协议，精通TCP/IP协议；熟悉音频/视频的编解码；有音视频直播相关经验者优先。,负责iOS平台上QQ音乐的开发工作；负责QQ音乐iPhone、iPad、Mac客户端的基础体验的优化和迭代工作。,2019-01-12
深圳,技术类,position_detail.php?id=46326&keywords=&tid=0&lid=0,S2-Java高级开发工程师（深圳）,1,本科及以上学历；至少2年以上相关开发经验，精通Linux平台下的C/C++开发，精通TCP/IP协议，熟悉HTTP协议与各种流媒体下载协议，熟悉CDN网络；精通TCP/IP协议，进程间通讯编程，熟悉Unix/Linux下常用架构设计方法；熟悉Mysql/Oracle等数据库管理、开发，SQL调优；要求精通C++，熟悉面向对象的大型分布式系统设计与开发，了解中间件的技术以及基于中间件的开发模式；全面的软件知识结构（操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全）；具备良好的分析解决问题能力，能独立承担任务和有系统进度把控能力；责任心强，良好的对外沟通和团队协作能力，主动，好学；具备流媒体CDN成熟优化经验者优先。,负责中大型项目的后台server软件架构和整体框架设计；负责提出海量服务的解决方案，寻找高并发高负载服务应对策略；负责Linux下面的C/C++系统以及数据库应用的设计和开发，要求开发的系统具有高性能和高可靠；参与相关产品需求讨论与产品系统架构的设计和优化工作。,2019-01-12
深圳,技术类,position_detail.php?id=46326&keywords=&tid=0&lid=0,S2-Java高级开发工程师（深圳）,1,计算机科学、数据科学、机器学习、统计学、应用数学等领域硕士及以上学历；5年以上数据科学相关岗位的工作经验；有系统性数据分析方法论的沉淀，熟悉常用的统计方法如：线性回归、逻辑回归、实验设计、聚类、分群等，熟悉主流统计分析软件，数据挖掘的常用算法，能够进行海量数据处理和挖掘；有设计和分析A/B Testing的经验；有应用机器学习进行业务建模的经验，根据项目设计开发数据模型、数据挖掘和处理算法；通过数据探索和模型的输出进行分析，给出分析结果；熟练使用SQL/Hive语句，有数据建模、分布式数据挖掘项目经验；熟练使用Python/R/SAS等数据分析工具；熟练使用EXCEL/Tableau等数据可视化工具。符合以下条件优先：有Hadoop、Spark等平台的海量数据处理经验；有国内外互联网公司或其他行业的数据科学或用户增长经验。,负责MIG多产品业务的海量数据分析工作；搭建产品的用户行为数据指标体系，用数据驱动各个产品改进；负责产品和运营核心策略的分析建模，指导业务科学决策；设计和分析A/B Testing实验，并将实验分析结果转化为可行的业务策略；探索产品生命周期、产品健康指数、产品增长机会等；自驱开展专题数据研究，通过数据驱动产品体验优化和用户增长。,2019-01-12
深圳,技术类,position_detail.php?id=46326&keywords=&tid=0&lid=0,S2-Java高级开发工程师（深圳）,1,计算机相关专业本科以上学历，熟悉X86架构；熟悉服务器研发流程，具有较强的沟通协作能力，做过网上问题分析；3+年服务器硬件开发/集成测试经验，熟悉可靠性分析原理，MTBF计算方式及fits数据得出机制；熟练使用Python等软件，进行自动化工具开发；熟悉服务器主要部件（Ethernet/CPU/DIMM/DISK/GPU）工作原理及验证方案；,负责建立服务器集成验证模型；负责服务器产品可靠性测试（通过大规模集群测试，获取产品的失效率）；负责服务器部件可靠性统计、分析，给给出改进方案；负责服务器部件兼容性（Ethernet/CPU/DIMM/DISK/GPU）验证；,2019-01-12
深圳,技术类,position_detail.php?id=46326&keywords=&tid=0&lid=0,S2-Java高级开发工程师（深圳）,1,本科及以上学历；至少2年以上相关开发经验，精通Linux平台下的C/C++开发，精通TCP/IP协议，熟悉HTTP协议与各种流媒体下载协议，熟悉CDN网络；精通TCP/IP协议，进程间通讯编程，熟悉Unix/Linux下常用架构设计方法；熟悉Mysql/Oracle等数据库管理、开发，SQL调优；要求精通C++，熟悉面向对象的大型分布式系统设计与开发，了解中间件的技术以及基于中间件的开发模式；全面的软件知识结构（操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全）；具备良好的分析解决问题能力，能独立承担任务和有系统进度把控能力；责任心强，良好的对外沟通和团队协作能力，主动，好学；具备流媒体CDN成熟优化经验者优先。,负责中大型项目的后台server软件架构和整体框架设计；负责提出海量服务的解决方案，寻找高并发高负载服务应对策略；负责Linux下面的C/C++系统以及数据库应用的设计和开发，要求开发的系统具有高性能和高可靠；参与相关产品需求讨论与产品系统架构的设计和优化工作。,2019-01-12
深圳,技术类,position_detail.php?id=46326&keywords=&tid=0&lid=0,S2-Java高级开发工程师（深圳）,1,"至少三年以上从事JavaScript开发的经历；扎实的 javascript 基础知识；能够熟练运用 HTML、CSS、JavaScript 开发高性能的web应用程序；熟悉Web性能优化, 有性能优化实践经验；具有良好的代码风格、接口设计与程序架构意识；具有良好的沟通能力和团队合作精神；思路清晰，优秀的分析问题和解决问题的能力；加分项:计算机专业或软件工程等相关专业；掌握服务器端编程语言并有实践经验；良好的软件工程意识；对技术有持续的热忱和激情；热爱音乐。",负责QQ音乐Web产品（包括PC端和移动端）的前端开发和维护，参与产品的技术选型和调研；与产品经理、交互设计师一起讨论产品设计，与后台工程师合作制定最佳技术实现方案；前沿技术学习研究和应用,2019-01-12
深圳,技术类,position_detail.php?id=46326&keywords=&tid=0&lid=0,S2-Java高级开发工程师（深圳）,1,本科及以上学历，计算机软件或相关专业，3年以上前端开发经验； 熟悉W3C标准网站构建，有构建高性能网站应用相关经验； 熟悉结构化语言html5与解释性语言css、css3的使用； 熟悉各种浏览器平台的特性，能解决多平台多终端的兼容、适配问题，如安卓、苹果机型的适配； 能够熟练使用Javascript及主流JS框架，具备一定的框架设计能力或组件开发能力； 能够使用JavaScript和(或)CSS实现高性能、流畅的动画效果，熟悉Canvas和SVG动画更佳； 善于沟通，具备良好的沟通能力和团队协作精神，有一定的审美及设计判断力，较强的学习能力； 对常见的web性能问题、安全问题有一定了解，并有相关的实践经验； 逻辑分析能力强，善于沟通，具备良好的沟通能力和团队协作精神； 具有小程序开发经验者优先； 具有NodeJS，PHP开发经验开发经验者优先； 有数据可视化开发经验者优先；,负责腾讯云知识图谱产品WEB前端开发工作； 负责前端页面的开发和性能优化； 负责相关接入层开发；  负责前端架构建设； 负责知识图谱产品的基础监控，业务监控，告警平台的前台开发。,2019-01-12
深圳,产品/项目类,position_detail.php?id=46324&keywords=&tid=0&lid=0,TEG13-舆情洞察数据产品经理（深圳）,2,"计算机,数学,信息安全相关专业；数据能力突出，对数据应用有所理解； 掌握数据分析方法，了解数据产品原型设计的相关流程，包括功能分析、用户角色分析、原型设计、界面开发、易用性测试等；有一定的表达能力，文档写作能力；会使用Axure和其他的产品原型搭建工具；有较强的敬业精神，责任心及良好的沟通能力和团队合作精神，具有较强的学习能力和洞察力。",负责从底层、服务层数据模型的研究、建设和优化等，建设平台大数据应用，推进数据体系的优化和完善； 负责舆情洞察数据产品在行业领域落地项目的整体推进和管理，从立项、实施到最终上线交付，确保数据产品质量和效率;负责与技术相关团队沟通，协调开发人员进行开发工作，推动及协调产品的开发进度；收集用户反馈，分析用户行为及需求，对产品进行持续的优化和改进。,2019-01-12
深圳,产品/项目类,position_detail.php?id=46324&keywords=&tid=0&lid=0,TEG13-舆情洞察数据产品经理（深圳）,2,"硕士或以上学历，信号处理、计算机、电子信息、自动化、模式识别等相关专业;3年以上语音识别相关工作经验，扎实的语音信号处理，机器学习，模式识别，深度学习理论功底，对语音识别的训练和解码技术有深入的了解；  会民族语言或小语种G2P，切分，语言模型搭建者优先；精通KALDI和至少一个深度学习工具包（Tensorflow, Torch, CNTK）；精通 C/C++, 编程能力强；熟悉 Linux 环境开发；熟悉一门脚本语言（Perl, Python, Ruby）熟练掌握Shell编程,CUDA编程，多GPU并行计算；开发过商用大规模大词汇量连续语音识别系统，或者搭建过语音识别或合成中相应模块者（譬如海量语言模型，解码器，复杂神经网络声学模型）优先；参加过zero-speech竞赛，low-resource竞赛，对于NIST DARPA-BABEL项目熟悉者优先；在ICASSP, INTERSPEECH, ASRU， CSL, Speech Communication等知名会议和期刊发表过论文者优先；良好的沟通能力与团队协作精神",利用腾讯平台上大数据的优势，对平台海量语音的各语种的语音进行识别（尤其是国内的小语种），提高系统在海量语音下对数据的分析性能，增强对腾讯各平台信息捕获的辅助支持，为关键词检索性能的进一步提升做服务；主要包括（包括但不限于）： 搭建汉语，蒙语，维语和藏语的G2P和大规模语言模型训练（>1T文本量级），搭建基于RNN，LSTM的LM，小语种词典模型的建立和优化工作，小语种声学模型的迁移学习，多任务学习等；小语种TTS （维语，藏语，蒙语），包括TTS前端各项NLP技术和vocoder；负责针对腾讯全量业务场景的语音识别解码器的优化工作（多语种混合识别，在线识别，并行化，帧速率加速等等）；负责跟踪最前沿的声学模型训练技术，配合声学模型训练人员优化模型，搜索空间，改变解码单元；提高复杂场景，多语种下语音识别的建模能力和识别速度，性能；研究low-resource，zero-speech下建模能力,2019-01-12
深圳,产品/项目类,position_detail.php?id=46324&keywords=&tid=0&lid=0,TEG13-舆情洞察数据产品经理（深圳）,2,"机器翻译、自然语言处理相关领域硕士及以上，一年以上工作经验；熟悉机器翻译理论，具有相关技术背景或开发经验，熟悉各种机器翻译模型及其参数训练，如SMT、基于RNN的神经机器翻译、基于自注意力机制的神经机器翻译、基于卷积的神经机器翻译等；会民族语言或有小语种机器翻译模型搭建者优先；具备较好的C/C++或Python开发能力，熟练使用gcc、gdb、Makefile等开发工具，深刻理解并应用各种常用数据结构和算法；精通至少一个深度学习工具包（Tensorflow, Theano、PyTorch）；熟练掌握Shell编程,CUDA编程，多GPU并行计算；参加过CWMT竞赛，WMT竞赛者优先；在ACL, EMNLP, IJCAI，AAAI, COLLING, NAACL等知名会议和期刊发表过论文者优先；良好的沟通能力与团队协作精神。",利用腾讯平台上大数据的优势，把平台海量非汉语文本翻译成汉语（主要包括维、蒙、藏、朝、哈、彝、壮、粤等小语种到汉语），进而提高对海量非汉语文本的数据分析性能。主要包括：机器翻译相关算法的研究，跟踪国际最新算法发展方向和相应技术；机器翻译相关算法的开发与性能优化，包括句法分析、语义分析、深度学习等；机器翻译语料的挖掘、处理及分析，并可以对其进行领域分类；针对模型的不足及难以解决的现象，提出改进建议和方法，提升翻译引擎的性能；研究面向多语种、低资源的机器翻译，如无监督学习、半监督学习、迁移学习、zero-shot、low-resource相关研究。,2019-01-12
深圳,产品/项目类,position_detail.php?id=46324&keywords=&tid=0&lid=0,TEG13-舆情洞察数据产品经理（深圳）,2,本科以上学历，3年以上产品工作经验；对用户使用流程、交互流程敏感，有B端产品的交互设计有判断力，能设计交互流程更佳；具备较强的产品价值设计和产品规划能力，能在有限信息量下形成合理的产品判断，能在高度不确定性和压力下工作；逻辑感出色，能快速梳理复杂的产品流程并且能清晰地抽象；工作中积极主动，思维活跃，有信息安全、深度学习，机器学习背景优先考虑；主动好学，心态开放，积极分享，有较强沟通协调能力和执行力；优秀的文档包装能力和演讲能力。,负责信息安全行业解决方案的设计和策划；制定针对行业的产品策略和解决方案；调研用户需求，分析产品目标群体，跟踪产品线上运营情况； 协调组织各资源达成产品目标； 结合团队技术研发成果，挖掘新业务需求，推动研发进行产品迭代优化；负责产品文档建设。,2019-01-12
北京,产品/项目类,position_detail.php?id=46789&keywords=&tid=0&lid=0,23675-UGC产品运营,1,1、本科以上学历，逻辑思维强，对资讯、社区及社交领域产品保持关注，并有独到见解；2、熟练使用Axure、MindManager、Xmind、Visio、Office等常用软件；3、具备严谨的逻辑思维能力和分析问题、解决问题的能力，注重过程和结果，关注细节，抗压能力强。,1、负责腾讯新闻极速版UGC类产品功能规划；2、搭建完善UGC挖掘体系，培养平台自身的KOL，进行优质内容的持续产出；3、针对平台内容，制定并撰写推广、传播、运营方案及实施计划；4、协调各部门资源，推动产品开发、测试、发布等环节；5、监测数据变化，根据数据进行产品优化，并跟踪效果。,2019-01-12
北京,产品/项目类,position_detail.php?id=46789&keywords=&tid=0&lid=0,23675-UGC产品运营,1,1.计算机、数学相关专业硕士以上学位；2.数据结构和算法功底扎实，熟练使用 C/C++，Python，Scala3.熟悉常见的机器学习算法以及TensorFlow等主流深度学习平台；4.有广告推荐系统相关工作经验者优先；5.有良好的算法基础及相关竞赛经历者优先；6.有机器学习顶级会议论文者优先。,腾讯社交与效果广告算法策略研究、设计与实现，参加以下一到多项工作：1.广告排序算法的研究，流量效率的挖掘和提升2.信息流广告用户行为分析，特征提取与建模，提升点击率及收入3.用户体验因子的挖掘，模型预估，融合进广告排序模型提升体验,2019-01-12
北京,产品/项目类,position_detail.php?id=46789&keywords=&tid=0&lid=0,23675-UGC产品运营,1,新闻、市场营销、广告策划、电影等相关专业本科以上学历，爱好网文，电影宣传经验丰富者优先；具有良好的文案撰写能力，活动策划执行推广能力；英语口语能力和读写能力出色，能完成专业方面的日常交流（例如，读懂日常英文材料和文件、与国外客户完成邮件交流）；熟悉了解电影宣传、策划、制作，发行全过程的工作重点；热爱影视行业，关注影视宣传，思维活跃，具备良好的市场敏锐度和判读力；能够制定电影不同阶段的宣传策划案且有较强的执行能力；具备较强的组织能力、协调能力和资源整合力；个性开朗，既能够独立跟进宣传工作，亦有团队合作精神，抗压能力突出。,以项目管理形式，负责腾讯影业电影项目的宣传推广，制定宣传、推广及营销策划方案；能熟练运用各种传播手段树立并提升项目的影响力度，确保项目宣传推广按计划执行； 组织和深度参与电影宣传期间的创意策划及宣传会议，深度参与公司项目的宣传策略和创意讨论；根据探讨目标制定宣传推广创意文案及宣传物料管控；与相关合作伙伴对接，进行策略合作、品牌谈判、落地执行及结合评估，建立并维护双方长期、深入、全方位的合作伙伴关系，推动腾讯影视业界影响力。,2019-01-12
深圳,技术类,position_detail.php?id=46286&keywords=&tid=0&lid=0,TEG17-深度学习研究员（深圳）,2,"计算机、应用数学、统计学、模式识别、人工智能、自动化控制、运筹学、生物学、物理学/量子计算、神经科学等专业，硕士及以上学历；精通C/C++、Java、Python等至少一门编程语言，有较强动手能力。了解目前常见的机器学习或者深度学习框架中的一个或者多个： Tensorflow， Pytorch, Caffe, Spark, XGBoost等；或有相关的开源项目贡献经验，或有过编程或建模大赛的获奖经历或熟悉常见的机器学习模型算法，比如LR、GBDT、FM, Random Forest等；熟悉Deep Learning常见模型算法，如CNN/DNN/RNN/LSTM等，有完整业务线上DL建模和调参经验或领域顶会论文(NIPS/ICML/CVPR/KDD等)发表经验；或熟悉常见的分布式编程语言及计算机体系结构；熟悉MPI/OpenMP/CUDA等并行计算/高性能计算框架，了解大规模机器学习相关技术尤佳，比如BSP/SSP/A-SGD或者Data/Model Parallelism等常见机器学习优化算法或机制。有数据建模业务经验或领域顶会论文(SOSP/OSDI/NSDI/EuroSys等)发表经验。有良好的逻辑思维能力和数据敏感度，能够熟练阅读和编写英文论文，具有优秀的科学技术研究能力；",该岗位为机器学习和人工智能方向。主要职责包括但不限于：负责机器学习（尤其是深度学习领域）的理论研究和算法、模型开发，包括但不限于：神经网络模型设计，元学习，自动超参数优化，在线学习和各种优化方法尝试对业界经典算法和模型进行分布式版本开发，实现加速，丰富公司内部的公用并行算法库对机器学习尤其是深度学习、元学习等前沿问题进行探索与研究，结合未来实际应用场景，提供全面的技术解决方案对计算机视觉、语音识别、自然语言处理等领域提供模型支持，进行创新研究和落地产品开发,2019-01-12
深圳,技术类,position_detail.php?id=46286&keywords=&tid=0&lid=0,TEG17-深度学习研究员（深圳）,2,本科及以上学历；5年以上中、大型IDC建设及运营管理经验，对IDC生命周期管理有深入的理解和相关实践经验；与主流运营商在建设或运营相关方面有深入合作经验，对运营商内部运作机制有较全面了解；具备资深的运营服务管理能力，对主流的IT管理框架及工具有深入了解，并具备相应的服务设计、流程设计及流程优化能力，对主流IDC自动化运营系统如DCIM、DCOM等有较深入的理解；深入了解国内、国际主流IDC技术，具有中、大型IDC的供电、制冷等基础设施系统运营、优化经验。,按照公司战略和部门规划，统筹资源安排，制定数据中心服务策略，结合IDC实际情况均衡考虑服务质量、效率、成本及安全，以支撑部门的业务运营；负责与运营商的后台团队建立密切、高效合作关系，推动运营商建立面向用户的运营体系，推动运营商IDC建设和运营水平不断提升；负责IDC的基础设施整体可靠性、现场运营质量、运营成本及运营安全，并持续优化及改进；负责IDC现场运维外包团队管理及考核。,2019-01-12
深圳,设计类,position_detail.php?id=46302&keywords=&tid=0&lid=0,29910-资深文案创意策划,1,文字功底深厚，有广泛的兴趣爱好，对事件解读有独特角度，对外部营销创意有敏锐的嗅觉。行业内优秀的创意热店3年以上经验文案创意经验对互联网产品的营销创意，有自己独到的见解，并且熟悉内容类产品的创意思路有与美术，视频类设计师合作经验，能够联合作出最优创意,参与规划相关产品的爆款营销需求，并结合自身专业特长输出有效的创意策略； 把控项目的文案质量，并配合品牌宣传，主导相关项目的创意并监督落地执行； 5年以上创意相关从业经验； 具备良好的策略思考能力、创意发想能力和文字功底，熟悉大型品牌创意工作的流程和方式，对互联网有较深的认识； 熟悉常用的创意表达手段，包括但不仅限于Viral、H5、Event； 有激情，有灵性，良好的逻辑分析能力；良好的领导力，团队协作能力且有较丰富的项目管理经验； 良好的数据分析能力及策略思考能力； 有丰富的营销推广经验； 性格外向，善于沟通，尤其是要能主动领导多部门协同作业； 善于沟通，有较强理解力与出色的沟通能力，具备一定的抗压能力。,2019-01-12
深圳,设计类,position_detail.php?id=46302&keywords=&tid=0&lid=0,29910-资深文案创意策划,1,2年以上自然语言处理、机器学习、数据挖掘相关工作经验；具备个性化推荐、搜索引擎经验者优先；熟练掌握c++、linux后台开发技能；积极主动，勇于接受挑战，富有创新精神。,1、负责个性化推荐中的文本分类工作2、负责个性化推荐中的主题分析工作3、负责个性化推荐中的Tag抽取工作,2019-01-12
深圳,设计类,position_detail.php?id=46302&keywords=&tid=0&lid=0,29910-资深文案创意策划,1,"对游戏，文学，影视，动漫至少一个内容领域有深度热爱和积累，并有一定的运营方法论,有行业资源者优先。擅长话题运营，有前瞻性，有调性。有过成熟项目的完整生命周期运营经验，通晓运营模块，对每个环节的运营策略有自己的想法和见解，不趋同，不定式思维。热爱内容行业，愿意长期投身于此，不畏困难，愿意不断突破思维模式，找到适应不同内容的运营方法，处事灵活。从事运营工作3年以上，本科学历。","负责互动小说平台运营体系搭建，针对不同特质的内容进行整体运营规划和统筹,包括运营涉及的各个方面。负责与商务，渠道，市场等合作方对接，制定运营发行策略，品牌推广策略等。深入分析互动小说类用户，包括用户研究和数据分析等工作，有方法地指导运营工作方向。",2019-01-12
深圳,设计类,position_detail.php?id=46302&keywords=&tid=0&lid=0,29910-资深文案创意策划,1,1.本科及以上学历；对医疗行业感兴趣，有较强的学习能力；2.性格外向，善表达，有一定的演讲能力，合作沟通能力强，能够很好的与各合作方保持良好的关系及项目沟通效率；3.有4年以上互联网产品策划工作经验（toB策划经验尤佳），有医疗健康相关互联网产品策划经验，或者有医疗机构工作经验者优先；具备优秀的产品策划能力和自己沉淀的方法论；4.有大局观，产品思路清晰，有很强的项目推进能力，具备资源协调的经验与方法论；5.抗压能力强，能够适应快节奏和多项目的压力，并能支持一定频率的国内出差。,1.负责腾讯微信智慧医院相关产品的策划工作，对接和跟进商务、研发、测试、运营等环节，推动产品高质量的上线运营；2.独立负责一到两个产品模块，含模式设计，策略/需求定义，用户体验问题分析和优化、开发跟踪和合作管理等；3.跟商务、架构师团队一起跟进行业客户，收集客户诉求，优化合作方案，宣讲解决方案；4.定期分析产品数据表现，密切跟踪行业发展动态和竞品进展，积极思考发展规划和产品创新。,2019-01-12
深圳,设计类,position_detail.php?id=46302&keywords=&tid=0&lid=0,29910-资深文案创意策划,1,1.热爱质量管理工作，并有志于在运营质量领域深入学习和实践；2.对质量保障体、IT服务管理、软件工程等有深入了解；3.具备独立思考能力，能独立完成工作并达到甚至超越期望要求；4.具备组织能力，和较强的推动力，能够根据情况需要制定和调整质量实施策略并推动落地；5. 具备较强的数据分析能力，问题解决能力，能独立给出产品运营质量问题的解决建议；6. 在注重团队精神的同时，有能力独立完成相关工作，注重主动性和有效性，坚持原则但不固执；7. 具备较强的沟通能力，协调能力，和高度的责任心；8. 计算机或相关专业本科以上学历；9. 具有互联网业务质量管理经验，有地图业务背景，QA或过程改进相关工作经验者优先。,"1. 负责研发运营管理流程的建设，负责组织相关流程的推行；2. 负责对产品的研发运营质量进行度量，分析和考核；3. 负责在产品运营过程中发现、收集、暴露质量问题并推动/跟踪问题的解决；4. 负责组织及试点流程及质量保障实践活动的开展,并对活动的效果进行评估；5. 对已颁布流程进行监控以保证其执行，反馈执行情况，并对此过程中发现的问题给出解决建议；6. 帮助所负责的产品项目整理输出其缺失的流程并跟进落实流程的执行，帮助产品项目团队提升质量。",2019-01-12
深圳,设计类,position_detail.php?id=46302&keywords=&tid=0&lid=0,29910-资深文案创意策划,1,本科及以上学历，有5年以上海外商务拓展或移动互联网工作经验者优先，具备独立成功引进国内/国外产品的案例；优秀的英语能力，可视英语为工作语言进行商务谈判及业务拓展提案；沟通积极主动、工作认真负责，有强大的推动和解决问题的能力及内驱力；有优秀的合作伙伴关系管理和预期管理的能力；能适应一定程度的国际/国内出差，并主动获取并同步行业及市场信息，发现合作机会。,根据公司战略定位及产品攻坚需求，针对App Store/Google Play等应用市场建立系统的新业务拓展渠道，发现新的业务类型、合作模式及市场机会；维护公司目前在App Store/Google Play等应用市场落地产品的上线、审核、更新等流程，协助各产品及技术部门建设并管理应用市场的常态化合作机制；调研并掌握App Store/Google Play等应用市场最新的行业政策、市场信息、企业动态等，为公司提供战略及立项决策支持；对所负责产品在App Store等应用市场的流量数据进行分析，把握并协调资源，协同产品及市场部门实现利益最大化；与App Store等应用市场合作伙伴维系良好且稳定的客户关系。,2019-01-12
深圳,设计类,position_detail.php?id=46302&keywords=&tid=0&lid=0,29910-资深文案创意策划,1,热爱游戏，对战术竞技类游戏有充分的了解和研究，了解堡垒之夜。很好的用户需求捕捉能力以及数据分析能力，较强的沟通沟通能力，团队合作能力，抗压能力； 有游戏研发背景工作经验者优先。有端游竞技对抗类产品运营经验优先考虑。,具有优秀的沟通能力，能够承担与开发商的对接沟通。具有良好的内部沟通与协调管理能力，能有效进行支持团队的需求沟通、结合运营节点目标进行项目关键运营需求的排期。具有良好的游戏拆解、游戏内系统或玩法的方向设计。善于使用用户分析以及市场需求/趋势洞察力，能够用科学的手段为本地化需求提供支撑，完成沟通与推动落地。,2019-01-12
深圳,设计类,position_detail.php?id=46302&keywords=&tid=0&lid=0,29910-资深文案创意策划,1,热爱游戏，有3年以上的商业化工作经验，有大型网游项目经验者更佳；了解堡垒之夜，熟悉市面上主流的战术竞技产品，熟悉用户付费诉求或痛点的研究与挖掘方法；具有良好的沟通能力，团队协作能力，文档能力，勇于面对困难和压力；有端游竞技对抗类产品运营经验优先考虑。,具有优秀的沟通能力，能够承担与开发商的对接沟通。具有良好的内部沟通与协调管理能力，能有效进行支持团队的需求沟通、结合运营节点目标进行项目关键运营需求的排期。具有良好的游戏拆解、游戏内系统或玩法的方向设计。善于使用用户分析以及市场需求/趋势洞察力，能够用科学的手段为本地化需求提供支撑，完成沟通与推动落地。,2019-01-12
深圳,设计类,position_detail.php?id=46302&keywords=&tid=0&lid=0,29910-资深文案创意策划,1,热爱游戏，有丰富的游戏经历，对FPS/MOBA/RPG等类型的游戏有深入的分析和理解； 3年以上运营策划工作经验，有很好的用户需求捕捉能力以及数据分析能力，较强的沟通能力和抗压能力；有FPS/MOBA/RPG等类型游戏工作经验者优先。,负责国内和欧美游戏系统和运营活动的策划跟进国内主要移动社交平台和渠道的流量运营和与游戏联动的策划推进,2019-01-12
