padress,pclass,plink,pname,pnum,preq,pres,ptime
深圳,市场类,position_detail.php?id=43710&keywords=&tid=0&lid=0,23293-互娱品牌经理（棋牌类）,2,本科及以上学历；八年以上市场营销采购相关工作经验，或采购风控咨询工作经验；对采购理念和流程有深刻的理解，熟悉采购运作及管理；能独立完成项目，有较强的项目管理能力；较强的沟通能力和团队合作精神，较强的文档及PPT撰写能力和演讲表达能力；熟悉企业风险管理框架，具备丰富的内控、审计等专业经验；具备注册采购师、CIA、CERM等专业资格，有互联网行业从业经验者优先。,负责对公司采购职能的内部控制进行全面分析，评估并提供建议；负责对公司采购职能下的供应商准入的合规性审核，及库内供应商的定期巡查。负责供应商管理报告的分析和输出，构建不同品类的成本分析模型，提供参考性公平价格评价；主导制定相关采购领域的内控标准和管理政策，面对业务部门提供采购相关的专业咨询与服务，参与重大采购项目主要节点的风险把控与支持工作；负责采购管理全流程的梳理，识别相关风险点并提出应对风险的解决方案；负责计划并推动采购流程中的相关风险管理项目，与业务部门沟通，汇报风险管理情况；协调内部审计项目中待改进项，跟进并汇报改善情况；负责采购风控的宣导和培训。,2019-01-12
深圳,市场类,position_detail.php?id=43710&keywords=&tid=0&lid=0,23293-互娱品牌经理（棋牌类）,2,熟悉国风、国漫、二次元等内容，对此类用户的喜好有深刻认识；擅于沟通、能够快速的执行落地；具有较强的文字功底、能够把握用户动向，及时制造传播性话题；沟通能力和执行能力强，学习能力强，抗压能力强，性格开朗，对工作认真负责。,负责产品的官方、第三方社区及外部媒体的内容运营工作，主要包括：沉淀和总结产品舆情风向，完善用户和媒体发声感知及处理；发掘产品讨论热点，营造话题，打造用户社群圈子；聚焦产品本身，利用各种资源产出高品质内容；设计社区互动活动，跟进方案的落实与协调。,2019-01-12
深圳,市场类,position_detail.php?id=43710&keywords=&tid=0&lid=0,23293-互娱品牌经理（棋牌类）,2,"1.	计算机相关专业本科以上学历；3年以上研发类工作经验；2.	熟练运用HTML,CSS,,ES5+, jQuery, React, Webpack等前端开发技术；3.	具备良好的学习能力、沟通能力和服务意识；4.	工作主动积极，有责任感，能抗住工作压力；5.	熟悉http协议以及常见的前端调试工具6.	具有以下经验者优先     1.	熟悉Unix/Linux操作系统、熟悉LAMP与LNMP Web架构；     2.	掌握至少一门服务器端编程语言（PHP/Python/NodeJS/Java等）；     3.	具备大型网站与云服务相关开发经验者优先；     4.	小程序，app类开发经验",1.	负责腾讯云智慧零售行业产品的前端开发工作2.	负责腾讯云智慧零售行业产品前端系统稳定性、性能优化和安全等工作。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43716&keywords=&tid=0&lid=0,22989-人工智能产品运营经理（深圳/成都/上海/北京）,1,985院校，理工科专业全日制本科及以上学历，计算机相关专业背景；3年以上产品运营或开发经验，具备推荐系统、在线广告平台、数据智能平台等产品设计、开发、策略经验者优先；深入了解云计算，并有一定的行业背景，对行业动态变化敏感度高；执行能力强，具备较强市场文案能力者优先；极强的问题分析能力、数据理解能力、逻辑思考能力、沟通能力、学习能力和抗压能力，有团队合作精神。,根据对市场、客户的理解及公司战略，规划和设计产品品牌建设及推广计划；理解并宣传产品价值，主导产品的运营和推广；与需求方进行产品需求、方案设计、实施进展的沟通。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43716&keywords=&tid=0&lid=0,22989-人工智能产品运营经理（深圳/成都/上海/北京）,1,精通数据结构，算法与设计模式，精通Unix/Linux平台下的C++开发；3年以上互联网服务器相关工作经验，有分布式系统架构设计经验，有完整的项目经验了解unity 或Unreal引擎 GamePlay设计，熟悉碰撞，刚体动力学等物理引擎优先有FPS或MOBA游戏研发经验优先,负责游戏后台架构设计与实现； 负责游戏各个模块的设计开发；负责服务器系统性能优化,2019-01-12
深圳,产品/项目类,position_detail.php?id=43716&keywords=&tid=0&lid=0,22989-人工智能产品运营经理（深圳/成都/上海/北京）,1,1、认同腾讯企业文化、正直、尽责；2、有5~7年以上大型企业流程管理的丰富经验，在流程管理领域领域有扎实的理论功底和深刻的见解；3、对采购总体流程有深刻的理解，熟悉业界采购运作模式；4、较强的组织管理能力、逻辑思维能力、解决问题的能力及文案编辑能力、擅于组织跨团队合作，较强的人际沟通能力；5、善于数据挖掘和分析；6、本科及以上学历,1、为服务采购组织提供流程管理及现状梳理、优化和咨询，包括服务采购流程管理研究、提供解决方案、推动解决方案落地等；流程及制度发布、推广执行;2、服务采购全流程体系规划，包括需求管理、供应商选择、订单处理、供应商管理、验收、文档管理等采购全流程的流程及制度建设工作；3、为服务采购流程和制度的建设提供方法论、工具及知识体系，完善公司服务采购流程体系;4、针对服务采购领域IT系统优化需求分析进行业务分析、设计实现方案，推动实现。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43716&keywords=&tid=0&lid=0,22989-人工智能产品运营经理（深圳/成都/上海/北京）,1,3-5年以上互联网相关产品运营经验，特别是社区运营经验优先考虑；英语能力强，能顺利使用英文作为工作语言和海外合作伙伴书面沟通；有较强的分析总结能力，熟练使用各种数据分析方法，可以对数据进行归纳、汇总，并进行专业细致的分析；具备优秀的组织协调和执行能力，具备突出的团队合作精神。,负责腾讯JOOX 音乐和VOOV 直播产品在东南亚地区的日常管理和运营，收集分析用户需求，协调当地的市场运营团队，组织运营活动以及效果优化；负责JOOX和VOOV产品的相关数据采集、统计、分析，提交分析报告以及建设性建议，协助优化各种报告。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43716&keywords=&tid=0&lid=0,22989-人工智能产品运营经理（深圳/成都/上海/北京）,1,本科及以上学历，2年以上相关开发经验，精通Linux平台下的C/C++/go开发，精通TCP/IP协议；熟悉多进程/多线程编程，熟悉Unix/Linux下常用架构设计方法；熟悉互联网应用协议，具备较强的网络问题分析技术，能独立解决底层网络问题；熟悉分布式服务相关理论和工程实践，熟悉相关开源组件的设计和实现；全面的软件知识结构（操作系统、软件工程、设计模式、数据结构、网络安全）；具备良好的分析解决问题能力，能独立承担任务和有系统进度把控能力。,负责全民K歌基础服务组件的开发和建设；负责设计并实现海量服务的高可用解决方案；负责Linux下后台服务设计和开发，兼顾高性能、高可靠、低成本；跟进业界技术发展，参与产品架构的设计优化和产品功能实现的工作。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43716&keywords=&tid=0&lid=0,22989-人工智能产品运营经理（深圳/成都/上海/北京）,1,本科及以上学历；3年以上互联网产品维护工作经验，熟悉IT服务管理；熟悉Linux系统调优、精通shell python编程，熟悉php优先；参与架构优化、容灾优化、性能优化等项目；熟悉各种网络策略，跨IDC部置容灾方案；了解php nginx nodejs性能调优和监控策略设置优先；对运维工作兴趣浓厚，具备较强的运维技能；有良好的沟通能力，良好的团队合作意识；有规划运维系统经验者优先。,负责整体规划运营腾讯云官网及BSS系统； 分析系统瓶颈，优化架构改造，保证数据安全； 参与架构优化、容灾优化、性能优化等项目； 推进现网自动化工具普通，提高运维效率和质量； 保障系统7*24小时稳定运行。,2019-01-12
深圳,产品/项目类,position_detail.php?id=43716&keywords=&tid=0&lid=0,22989-人工智能产品运营经理（深圳/成都/上海/北京）,1,本科或以上学历，熟练使用音视频编辑工具、办公软件3年以上内容或娱乐产业岗位经验，有市场调研经验优先；英语沟通流利，且有马来语/印尼语/菲律宾语能力（必需，以上小语种会一种即可），有东南亚区域市场运营经验优先；对音乐内容有强烈兴趣，谙熟东南亚流行音乐文化；同时熟悉影视、娱乐等资讯，具备敏锐的热点嗅觉；具体要求至少能通晓某一个流派的音乐，并能列举出具体的歌手；富有激情、积极主动、责任心强、学习能力强，逻辑清晰，且具备良好的协作能力，能承受高强度的工作压力。,负责全民K歌国际版内容数据运营与曲库管理；负责全民K歌国际版内容策略制定与实施；深入调研用户需求，可根据需求制定补充策略；针对梳理完善数据，推动产品给用户更好展现数据等。,2019-01-12
